totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints,convertedStoragePoints_cfx
3760989483.997312,5423489494.101478,406550141.8344839,3279248.1875,143773358.8723733,2023-09-20T15:33:55+00:00,3279248.1875,720734720.0,238306432.0,703842.5
3761001927.998782,5423501938.102949,406624141.8344839,3279258.875,143700144.71372658,2023-09-20T16:33:55+00:00,3279258.875,720734720.0,238306368.0,703842.5
3761014516.667242,5423514526.771409,406624141.8344839,3279264.5625,143703157.4596801,2023-09-20T17:33:55+00:00,3279264.5625,720734720.0,238306368.0,703842.5
3761026847.966644,5423526858.07081,395882141.8344839,3279269.75,154457061.75539088,2023-09-20T18:33:55+00:00,3279269.75,720734720.0,238305600.0,703842.5
3761036755.736453,5423536765.84062,395882372.0708978,3279271.125,154457122.92379236,2023-09-20T19:33:55+00:00,3279271.125,720734720.0,238304384.0,703842.5
3761049597.612137,5423549607.716304,395883372.0708978,3279272.5,154459963.5900244,2023-09-20T20:33:55+00:00,3279272.5,720734720.0,238304384.0,703842.5
3761061947.348908,5423561957.453074,395944322.0708978,3279274.4375,154400131.6981328,2023-09-20T21:33:55+00:00,3279274.4375,720734720.0,238304384.0,703842.5
3761074369.017596,5423574379.121763,395944322.0708978,3279275.5,154402584.36948815,2023-09-20T22:33:56+00:00,3279275.5,720734720.0,238304384.0,703842.5
3761086853.270569,5423586863.374736,395946322.0708978,3279280.125,154402653.13055107,2023-09-20T23:33:55+00:00,3279280.125,720734720.0,238303936.0,703842.5
3761099291.934144,5423599302.03831,395947322.0708978,3279286.3125,154404598.19297412,2023-09-21T00:33:55+00:00,3279286.3125,720734720.0,238304320.0,703842.5
3761111362.563743,5423611372.66791,395953322.0708978,3279289.4375,154396933.2038382,2023-09-21T01:33:56+00:00,3279289.4375,721041920.0,238303040.0,704142.5
3761123197.9411097,5423623208.045277,395944322.0708978,3278989.25,154432657.2717329,2023-09-21T02:33:55+00:00,3278989.25,721567744.0,238636160.0,704656.0
3761135744.240736,5423635754.344903,395947322.0708978,3279001.75,154461290.76197013,2023-09-21T03:33:55+00:00,3279001.75,721618944.0,238637760.0,704706.0
3761145581.021943,5423645591.12611,395951322.0708978,3279023.125,154370019.85796827,2023-09-21T04:33:55+00:00,3279023.125,721670144.0,238640832.0,704756.0
3761158033.3837633,5423658043.48793,395953322.0708978,3279055.6875,154370094.5553427,2023-09-21T05:33:55+00:00,3279055.6875,721670144.0,238640512.0,704756.0
3761169706.397773,5423669716.50194,395954322.0708978,3278994.0625,154958677.20651007,2023-09-21T06:33:55+00:00,3278994.0625,722345984.0,238712064.0,705416.0
3761181951.13615,5423681961.240316,395965322.0708978,3279001.5,154948309.2844655,2023-09-21T07:33:55+00:00,3279001.5,722473984.0,238714176.0,705541.0
3761194441.3732176,5423694451.477384,395966322.0708978,3279008.6875,154948294.43530086,2023-09-21T08:33:55+00:00,3279008.6875,722473984.0,238713664.0,705541.0
3761206853.402791,5423706863.506958,395949127.791441,3279024.0625,154940157.24822292,2023-09-21T09:33:55+00:00,3279024.0625,722473984.0,238712960.0,705541.0
3761219365.0833,5423719375.187467,396034127.791441,3279036.1875,154967033.92215964,2023-09-21T10:33:55+00:00,3279036.1875,722489344.0,238712896.0,705556.0
3761231962.351443,5423731972.455609,396022127.791441,3279048.625,154982222.64491802,2023-09-21T11:33:55+00:00,3279048.625,722489344.0,238713280.0,705556.0
3761244516.79432,5423744526.898487,396026127.791441,3279058.1875,154979471.41841546,2023-09-21T12:33:56+00:00,3279058.1875,722489344.0,238712960.0,705556.0
3761256776.304079,5423756786.408246,396026127.791441,3279066.5625,154396096.32287323,2023-09-21T13:33:55+00:00,3279066.5625,722489344.0,238714112.0,705556.0
3761266569.409939,5423766579.514106,396027127.791441,3279078.5625,154397704.38634354,2023-09-21T14:33:55+00:00,3279078.5625,722489344.0,238713792.0,705556.0
3761279055.4946985,5423779065.598865,396011127.791441,3279095.0625,154397647.24090862,2023-09-21T15:33:56+00:00,3279095.0625,722489344.0,238715584.0,705556.0
3761291503.745115,5423791513.849281,395820127.791441,3279090.5625,154591116.6998293,2023-09-21T16:33:56+00:00,3279090.5625,722553344.0,238732736.0,705618.5
3761304102.073002,5423804112.177168,395791127.791441,3279107.8125,154624388.5433621,2023-09-21T17:33:56+00:00,3279107.8125,722553344.0,238732480.0,705618.5
3761316706.9942393,5423816717.098406,395760127.791441,3279113.3125,154657351.3111897,2023-09-21T18:33:56+00:00,3279113.3125,722553344.0,238729600.0,705618.5
3761329185.166699,5423829195.270865,395765127.791441,3279115.4375,154723050.41411445,2023-09-21T19:33:56+00:00,3279115.4375,722553344.0,238729600.0,705618.5
3761341535.937325,5423841546.041492,395765127.791441,3279116.25,154724892.82971746,2023-09-21T20:33:56+00:00,3279116.25,722553344.0,238729600.0,705618.5
3761354168.2806096,5423854178.384776,395767127.791441,3279117.0,154724457.59803453,2023-09-21T21:33:56+00:00,3279117.0,722553344.0,238730496.0,705618.5
3761366579.585896,5423866589.690062,395767127.791441,3279118.875,154725455.79314867,2023-09-21T22:33:56+00:00,3279118.875,722553344.0,238730304.0,705618.5
3761376255.426799,5423876265.530966,395769127.791441,3279121.0625,154843941.06624737,2023-09-21T23:33:56+00:00,3279121.0625,722553344.0,238732032.0,705618.5
3761388699.809072,5423888709.913239,395782127.791441,3279124.625,154865808.06425208,2023-09-22T00:33:56+00:00,3279124.625,722553344.0,238732672.0,705618.5
3761400931.39902,5423900941.503187,395762127.791441,3279053.1875,154889408.45144382,2023-09-22T01:33:57+00:00,3279053.1875,722669568.0,238816000.0,705732.0
3761413553.43781,5423913563.541977,395744127.791441,3279081.0625,154922737.90100127,2023-09-22T02:33:58+00:00,3279081.0625,722695168.0,238815808.0,705757.0
3761425968.749585,5423925978.853752,395743127.791441,3279106.9375,154925973.42415392,2023-09-22T03:33:55+00:00,3279106.9375,722695168.0,238816768.0,705757.0
3761438438.232412,5423938448.336579,395746127.791441,3279401.3125,154925288.32887137,2023-09-22T04:33:55+00:00,3279401.3125,722695168.0,238816640.0,705757.0
3761450956.778241,5423950966.882408,395701154.4543767,3279409.8125,154967228.20894328,2023-09-22T05:33:54+00:00,3279409.8125,722695168.0,238816256.0,705757.0
3761462662.087723,5423962672.19189,395702154.4543767,3279399.25,154940491.1777631,2023-09-22T06:33:55+00:00,3279399.25,723309568.0,238851136.0,706357.0
3761475257.103904,5423975267.208071,395702154.4543767,3279411.5,154942022.24878246,2023-09-22T07:33:55+00:00,3279411.5,723309568.0,238850496.0,706357.0
3761483725.492609,5423983735.596775,395711074.4543767,3278260.6875,154936396.285411,2023-09-22T08:33:55+00:00,3278260.6875,724763136.0,239854464.0,707776.5
3761496107.441812,5423996117.545978,405713074.4543767,3278280.5625,144937177.26923412,2023-09-22T09:33:55+00:00,3278280.5625,724865536.0,239863488.0,707876.5
3761508554.685663,5424008564.789829,406461105.0405784,3278457.125,144191280.03753734,2023-09-22T10:33:55+00:00,3278457.125,724865536.0,239863744.0,707876.5
3761521082.684813,5424021092.78898,406462105.0405784,3278581.4375,144193555.54305905,2023-09-22T11:33:55+00:00,3278581.4375,724865536.0,239863488.0,707876.5
3761533745.642552,5424033755.746719,406467105.0405784,3278495.875,144174090.3465255,2023-09-22T12:33:55+00:00,3278495.875,724865536.0,239863488.0,707876.5
3761546287.331696,5424046297.435863,406525105.0405784,3278507.3125,144121516.35450643,2023-09-22T13:33:55+00:00,3278507.3125,724865536.0,239863040.0,707876.5
3761558779.9168935,5424058790.02106,406527010.0862137,3278524.5625,144122668.87675014,2023-09-22T14:33:54+00:00,3278524.5625,724865536.0,239862976.0,707876.5
3761571405.9380536,5424071416.04222,406531186.7671608,3278537.4375,144122402.14914712,2023-09-22T15:33:55+00:00,3278537.4375,724865536.0,239863616.0,707876.5
3761584159.357403,5424084169.46157,406541102.7671608,3278547.6875,144111393.51075628,2023-09-22T16:33:55+00:00,3278547.6875,724865536.0,239864000.0,707876.5
3761593987.429745,5424093997.533912,406542153.5671608,3278554.6875,144113880.95583054,2023-09-22T17:33:56+00:00,3278554.6875,724865536.0,239863616.0,707876.5
3761606679.053687,5424106689.157853,406543153.5671608,3278561.3125,144116879.5959845,2023-09-22T18:33:56+00:00,3278561.3125,724865536.0,239860672.0,707876.5
3761619194.3339047,5424119204.438071,406545153.5671608,3278562.75,144117285.25934073,2023-09-22T19:33:55+00:00,3278562.75,724865536.0,239859328.0,707876.5
3761631814.674073,5424131824.778239,406545153.5671608,3278563.75,144118331.6606447,2023-09-22T20:33:55+00:00,3278563.75,724865536.0,239859328.0,707876.5
3761644335.0587378,5424144345.162904,406547153.5671608,3278565.75,144105360.85098326,2023-09-22T21:33:56+00:00,3278565.75,724865536.0,239859328.0,707876.5
3761656665.360857,5424156675.465023,406548153.5671608,3278566.125,144112450.05044186,2023-09-22T22:33:55+00:00,3278566.125,724865536.0,239861504.0,707876.5
3761669133.5139794,5424169143.618146,406549154.5671608,3278570.375,144112632.3011678,2023-09-22T23:33:55+00:00,3278570.375,724865536.0,239861184.0,707876.5
3761681665.139969,5424181675.244136,406581168.8814278,3278574.1875,144106236.904191,2023-09-23T00:33:55+00:00,3278574.1875,724865536.0,239861312.0,707876.5
3761694348.6316586,5424194358.735826,406580168.8814278,3278593.0,144106352.55409682,2023-09-23T01:33:57+00:00,3278593.0,724865536.0,239861248.0,707876.5
3761704168.743555,5424204178.847722,406560216.6414279,3278625.125,144128624.829081,2023-09-23T02:33:56+00:00,3278625.125,724865536.0,239860416.0,707876.5
3761716684.70181,5424216694.805977,406560216.6414279,3278645.9375,144136318.08377197,2023-09-23T03:33:56+00:00,3278645.9375,724865536.0,239860480.0,707876.5
3761729076.087385,5424229086.191552,406561216.6414279,3278667.75,144137407.5792429,2023-09-23T04:33:56+00:00,3278667.75,724865536.0,239861312.0,707876.5
3761741668.0934176,5424241678.197584,406562216.6414279,3278675.375,144135099.1101987,2023-09-23T05:33:55+00:00,3278675.375,724865536.0,239861312.0,707876.5
3761754321.339648,5424254331.443814,406564216.6414279,3278688.5625,144137815.48856834,2023-09-23T06:33:56+00:00,3278688.5625,724865536.0,239861376.0,707876.5
3761766671.280477,5424266681.384644,406568216.6414279,3278702.9375,144140248.12350854,2023-09-23T07:33:56+00:00,3278702.9375,724865536.0,239861440.0,707876.5
3761779292.282114,5424279302.386281,406605216.6414279,3278709.5625,144160882.25296718,2023-09-23T08:33:56+00:00,3278709.5625,724896768.0,239866304.0,707907.0
3761791726.979849,5424291737.084016,406909216.6414279,3278717.375,143860600.63703403,2023-09-23T09:33:56+00:00,3278717.375,724896768.0,239866752.0,707907.0
3761802844.704013,5424302854.808179,406930216.6414279,3277416.25,143843152.50964606,2023-09-23T10:33:55+00:00,3277416.25,726279168.0,241208960.0,709257.0
3761815533.956647,5424315544.060814,406930216.6414279,3277427.75,143834071.13496712,2023-09-23T11:33:56+00:00,3277427.75,726279168.0,241208960.0,709257.0
3761825401.150969,5424325411.255136,406932216.6414279,3277434.0625,143835176.7692383,2023-09-23T12:33:56+00:00,3277434.0625,726279168.0,241209984.0,709257.0
3761837961.3967648,5424337971.500932,406954226.6414279,3277444.0,143814705.78585508,2023-09-23T13:33:58+00:00,3277444.0,726279168.0,241209728.0,709257.0
3761850625.981898,5424350636.086065,406954226.6414279,3277464.0625,143814589.7567449,2023-09-23T14:33:56+00:00,3277464.0625,726279168.0,241211776.0,709257.0
3761863097.269452,5424363107.373618,406955226.6414279,3277466.3125,143815824.84729338,2023-09-23T15:33:57+00:00,3277466.3125,726304768.0,241211456.0,709282.0
3761875508.669265,5424375518.773432,406966226.6414279,3277474.9375,143811291.55627435,2023-09-23T16:33:57+00:00,3277474.9375,726304768.0,241209920.0,709282.0
3761888083.661127,5424388093.765294,406035226.6414279,3277480.5,144746489.68567383,2023-09-23T17:33:56+00:00,3277480.5,726304768.0,241206144.0,709282.0
3761900611.8121977,5424400621.916365,406036234.57384336,3277485.6875,144747177.67285535,2023-09-23T18:33:56+00:00,3277485.6875,726304768.0,241199616.0,709282.0
3761913203.948526,5424413214.052692,406036234.57384336,3277484.3125,144747600.6614695,2023-09-23T19:33:55+00:00,3277484.3125,726304768.0,241200960.0,709282.0
3761925682.4663625,5424425692.570529,406047234.57384336,3277485.5,144748596.19806588,2023-09-23T20:33:55+00:00,3277485.5,726304768.0,241200960.0,709282.0
3761935573.391513,5424435583.49568,406047234.57384336,3277486.375,144749511.7912741,2023-09-23T21:33:55+00:00,3277486.375,726304768.0,241200960.0,709282.0
3761948121.940283,5424448132.04445,406048234.57384336,3277486.5,144750710.9184269,2023-09-23T22:33:55+00:00,3277486.5,726304768.0,241200960.0,709282.0
3761960673.2526526,5424460683.356819,406053234.57384336,3277488.125,144750892.43831787,2023-09-23T23:33:55+00:00,3277488.125,726304768.0,241202112.0,709282.0
3761973211.699426,5424473221.803593,406055234.57384336,3277492.375,144751986.85318264,2023-09-24T00:33:56+00:00,3277492.375,726304768.0,241201728.0,709282.0
3761985694.264069,5424485704.368236,406056236.4699013,3277498.1875,144752120.3268998,2023-09-24T01:33:56+00:00,3277498.1875,726304768.0,241201728.0,709282.0
3761998333.4126816,5424498343.516848,406058236.4699013,3277503.8125,144773372.54459015,2023-09-24T02:33:58+00:00,3277503.8125,726304768.0,241201600.0,709282.0
3762010693.4499326,5424510703.554099,406059095.5253409,3277509.5625,144784069.36287498,2023-09-24T03:33:57+00:00,3277509.5625,726304768.0,241201728.0,709282.0
3762023181.372107,5424523191.476274,406088095.5253409,3277521.1875,144760358.5279148,2023-09-24T04:33:56+00:00,3277521.1875,726304768.0,241201536.0,709282.0
3762035557.9574,5424535568.061566,406084095.5253409,3277545.25,144771679.25321075,2023-09-24T05:33:55+00:00,3277545.25,726304768.0,241201344.0,709282.0
3762045473.880659,5424545483.984826,406085095.5253409,3277554.75,144766281.35495934,2023-09-24T06:33:55+00:00,3277554.75,726304768.0,241201408.0,709282.0
3762058189.1121793,5424558199.216346,406075095.5253409,3277560.8125,144771827.56729972,2023-09-24T07:33:56+00:00,3277560.8125,726304768.0,241201472.0,709282.0
3762070677.0322704,5424570687.136437,406078095.5253409,3277567.0625,144755260.63484833,2023-09-24T08:33:56+00:00,3277567.0625,726304768.0,241201664.0,709282.0
3762083235.6835656,5424583245.787732,406081095.5253409,3277572.125,144763072.5347029,2023-09-24T09:33:56+00:00,3277572.125,726304768.0,241201856.0,709282.0
3762095631.975497,5424595642.079663,406103095.5253409,3277589.9375,144748850.56729138,2023-09-24T10:33:56+00:00,3277589.9375,726304768.0,241201344.0,709282.0
3762108327.1046414,5424608337.208809,406106095.5253409,3277599.0,144747056.14055276,2023-09-24T11:33:56+00:00,3277599.0,726304768.0,241201344.0,709282.0
3762120823.685612,5424620833.789778,406115095.5253409,3277602.4375,144753825.94096884,2023-09-24T12:33:57+00:00,3277602.4375,726304768.0,241202048.0,709282.0
3762133412.441293,5424633422.54546,406117095.5253409,3277609.9375,144754137.53298727,2023-09-24T13:33:56+00:00,3277609.9375,726304768.0,241202368.0,709282.0
3762146068.595235,5424646078.699402,406115043.4183446,3277615.375,144758157.05120444,2023-09-24T14:33:56+00:00,3277615.375,726304768.0,241202816.0,709282.0
3762155258.2540016,5424655268.358168,406117100.03489137,3276987.5,144754991.4960808,2023-09-24T15:33:56+00:00,3276987.5,727004672.0,241854720.0,709965.5
3762167535.0468855,5424667545.151052,406122100.03489137,3276928.0,144756056.60592964,2023-09-24T16:33:57+00:00,3276928.0,727076352.0,241919360.0,710035.5
3762180090.948607,5424680101.052773,406133100.03489137,3276935.75,144757431.54753056,2023-09-24T17:33:56+00:00,3276935.75,727076352.0,241919360.0,710035.5
3762192652.2942686,5424692662.398436,406133100.03489137,3276941.8125,144759280.32365468,2023-09-24T18:33:56+00:00,3276941.8125,727076352.0,241916864.0,710035.5
3762205291.0438,5424705301.147966,406134100.03489137,3276943.4375,144766794.3666741,2023-09-24T19:33:56+00:00,3276943.4375,727076352.0,241915712.0,710035.5
3762217781.624832,5424717791.728998,406140100.03489137,3276944.5,144763081.2844281,2023-09-24T20:33:56+00:00,3276944.5,727076352.0,241915776.0,710035.5
3762230333.497763,5424730343.60193,406140100.03489137,3276945.5,144763480.3390891,2023-09-24T21:33:56+00:00,3276945.5,727076352.0,241915776.0,710035.5
3762242920.639812,5424742930.7439785,406142105.96704537,3276947.75,144764541.24197516,2023-09-24T22:33:56+00:00,3276947.75,727076352.0,241915776.0,710035.5
3762255560.151589,5424755570.255755,406143105.96704537,3276950.0625,144752010.29081106,2023-09-24T23:33:58+00:00,3276950.0625,727076352.0,241915968.0,710035.5
3762265497.302796,5424765507.406962,406144105.96704537,3276950.875,144751533.02037227,2023-09-25T00:34:00+00:00,3276950.875,727076352.0,241917184.0,710035.5
3762278018.015279,5424778028.119446,406149105.96704537,3277002.4375,144771650.36366516,2023-09-25T01:33:57+00:00,3277002.4375,727076352.0,241918208.0,710035.5
3762290491.6346455,5424790501.738812,406152105.96704537,3277037.125,144772701.96551526,2023-09-25T02:33:56+00:00,3277037.125,727076352.0,241918464.0,710035.5
3762302899.795272,5424802909.899439,406154105.96704537,3277064.875,144772921.91656876,2023-09-25T03:33:54+00:00,3277064.875,727076352.0,241917952.0,710035.5
3762315536.0307126,5424815546.134879,406148071.20332766,3277073.0625,144752176.38496587,2023-09-25T04:33:55+00:00,3277073.0625,727076352.0,241918400.0,710035.5
3762327961.5223646,5424827971.626532,406149071.20332766,3277088.1875,144742866.4081796,2023-09-25T05:33:54+00:00,3277088.1875,727076352.0,241918400.0,710035.5
3762340396.774256,5424840406.878423,406907071.20332766,3277093.125,144039405.11679235,2023-09-25T06:33:54+00:00,3277093.5,727153152.0,241918784.0,710110.5
3762352869.64895,5424852879.753117,406908071.20332766,3277097.375,143220984.27449375,2023-09-25T07:33:54+00:00,3277097.375,727153152.0,241918336.0,710110.5
3762365487.326459,5424865497.430626,406909071.20332766,3277101.0625,143223269.6523243,2023-09-25T08:33:54+00:00,3277101.0625,727153152.0,241918464.0,710110.5
3762375649.670693,5424875659.774859,407847071.20332766,3277105.6875,142278807.59124166,2023-09-25T09:33:54+00:00,3277105.6875,727153152.0,241918848.0,710110.5
3762388151.063168,5424888161.167335,407847071.20332766,3277113.125,142280090.11999136,2023-09-25T10:33:54+00:00,3277113.125,727153152.0,241918848.0,710110.5
3762400624.048985,5424900634.153152,407843071.20332766,3277117.9375,142285064.34655565,2023-09-25T11:33:55+00:00,3277117.9375,727153152.0,241918784.0,710110.5
3762413285.622737,5424913295.726904,407845071.20332766,3277121.875,142279214.48038405,2023-09-25T12:33:55+00:00,3277121.875,727153152.0,241918528.0,710110.5
3762425842.011357,5424925852.115524,407889071.20332766,3277127.875,142271375.72812387,2023-09-25T13:33:59+00:00,3277127.875,727153152.0,241917760.0,710110.5
3762438455.2103057,5424938465.314472,407893095.20332766,3277132.3125,142271914.08991438,2023-09-25T14:33:56+00:00,3277132.3125,727153152.0,241918016.0,710110.5
3762451082.462072,5424951092.566238,407905148.3033276,3277143.375,142287938.13564277,2023-09-25T15:33:56+00:00,3277143.375,727153152.0,241918208.0,710110.5
3762463555.8511415,5424963565.955308,407921196.88989407,3277155.9375,142283983.94827712,2023-09-25T16:34:02+00:00,3277155.9375,727153152.0,241918208.0,710110.5
3762476096.859838,5424976106.9640045,407921196.88989407,3277159.875,142277378.30103782,2023-09-25T17:33:55+00:00,3277159.875,727153152.0,241918336.0,710110.5
3762486062.9261546,5424986073.030321,407921196.88989407,3277164.125,142278413.02645865,2023-09-25T18:33:56+00:00,3277164.125,727153152.0,241915648.0,710110.5
3762498720.54334,5424998730.647507,407922196.88989407,3277165.0625,142253637.46875232,2023-09-25T19:33:57+00:00,3277165.0625,727153152.0,241914816.0,710110.5
3762511356.199966,5425011366.304132,407923196.88989407,3277167.0625,142267932.21996352,2023-09-25T20:33:55+00:00,3277167.0625,727153152.0,241914752.0,710110.5
3762523955.0068216,5425023965.110989,407924196.88989407,3277167.5625,142268111.25563076,2023-09-25T21:33:55+00:00,3277167.5625,727153152.0,241914496.0,710110.5
3762536454.959159,5425036465.063326,407924196.88989407,3277173.0,142268890.63259372,2023-09-25T22:33:55+00:00,3277173.0,727153152.0,241914688.0,710110.5
3762549077.423646,5425049087.527813,407925196.88989407,3277174.4375,142257566.54867125,2023-09-25T23:33:55+00:00,3277174.4375,727153152.0,241914496.0,710110.5
3762561565.538832,5425061575.642999,407925196.88989407,3277176.75,142278595.68717557,2023-09-26T00:33:55+00:00,3277176.75,727153152.0,241914304.0,710110.5
3762574308.956062,5425074319.060228,407930196.88989407,3277180.75,142276978.84962502,2023-09-26T01:33:57+00:00,3277180.75,727153152.0,241916160.0,710110.5
3762586877.059584,5425086887.163751,407932196.88989407,3277183.625,142268896.867675,2023-09-26T02:33:55+00:00,3277183.625,727153152.0,241917184.0,710110.5
3762596720.829152,5425096730.933318,407949196.88989407,3277193.4375,142258700.55659348,2023-09-26T03:33:57+00:00,3277193.4375,727153152.0,241917056.0,710110.5
3762608939.839363,5425108949.94353,407939196.88989407,3277201.8125,142269702.50581402,2023-09-26T04:33:55+00:00,3277201.8125,727153152.0,241917376.0,710110.5
3762621478.076987,5425121488.181153,407941196.88989407,3277207.5625,142269876.94535518,2023-09-26T05:33:56+00:00,3277207.5625,727153152.0,241918144.0,710110.5
3762633778.9569016,5425133789.061069,407936196.88989407,3277238.6875,142244881.3740604,2023-09-26T06:33:55+00:00,3277238.6875,727153152.0,241917760.0,710110.5
3762646271.454212,5425146281.558378,407932196.88989407,3277093.6875,142257767.38241988,2023-09-26T07:33:55+00:00,3277093.6875,727326720.0,242079104.0,710280.0
3762658761.143199,5425158771.247365,407940182.575627,3277098.6875,142276249.27700636,2023-09-26T08:33:55+00:00,3277098.6875,727326720.0,242079808.0,710280.0
3762671420.407499,5425171430.511665,407951182.575627,3277109.0,142255118.01110774,2023-09-26T09:33:56+00:00,3277109.0,727377920.0,242079488.0,710330.0
3762683758.4294734,5425183768.53364,407954182.575627,3277115.875,142245437.12612075,2023-09-26T10:33:56+00:00,3277115.875,727377920.0,242079360.0,710330.0
3762696428.614743,5425196438.71891,407956182.575627,3277119.6875,142245579.76260737,2023-09-26T11:33:55+00:00,3277119.6875,727377920.0,242078336.0,710330.0
3762709173.24932,5425209183.353486,407958182.575627,3277122.0,142246644.47021684,2023-09-26T12:33:56+00:00,3277122.0,727377920.0,242078528.0,710330.0
3762718923.064101,5425218933.168268,407979416.31159335,3277128.125,142247633.87148318,2023-09-26T13:33:56+00:00,3277128.125,727377920.0,242078400.0,710330.0
3762731505.418312,5425231515.522478,408053416.31159335,3277133.3125,142179021.6313609,2023-09-26T14:33:56+00:00,3277133.3125,727377920.0,242078784.0,710330.0
3762743980.754779,5425243990.858946,408053416.31159335,3277142.75,142179154.3816143,2023-09-26T15:33:56+00:00,3277142.75,727459840.0,242087360.0,710410.0
3762756544.358152,5425256554.462318,408068416.31159335,3277151.8125,142166255.31026936,2023-09-26T16:33:57+00:00,3277151.8125,727459840.0,242086656.0,710410.0
3762769157.820804,5425269167.924971,408083186.4249722,3277156.375,142166456.0166817,2023-09-26T17:33:55+00:00,3277156.375,727459840.0,242086912.0,710410.0
3762781834.3445063,5425281844.448673,408084186.4249722,3277159.875,142167559.81831273,2023-09-26T18:33:56+00:00,3277159.875,727459840.0,242084224.0,710410.0
3762794630.3986297,5425294640.502796,408085250.4120887,3277160.875,142168587.41430786,2023-09-26T19:33:56+00:00,3277160.875,727459840.0,242084224.0,710410.0
3762807246.945825,5425307257.049992,408085250.4120887,3277161.1875,142116001.74676475,2023-09-26T20:33:56+00:00,3277161.1875,727459840.0,242084160.0,710410.0
3762819713.862747,5425319723.966914,408087250.4120887,3277160.0,142116301.7125994,2023-09-26T21:33:56+00:00,3277160.0,727459840.0,242086592.0,710410.0
3762829505.1497498,5425329515.253917,408088250.4120887,3277163.3125,142094606.82761782,2023-09-26T22:33:56+00:00,3277163.3125,727459840.0,242086592.0,710410.0
3762841982.210405,5425341992.314572,408129250.4120887,3277164.8125,142094793.8907724,2023-09-26T23:33:56+00:00,3277164.8125,727459840.0,242086592.0,710410.0
3762854729.568963,5425354739.67313,408124250.4120887,3277169.25,142095820.99508104,2023-09-27T00:33:56+00:00,3277169.25,727459840.0,242086080.0,710410.0
3762867278.743117,5425367288.847284,408145250.4120887,3277171.9375,142128065.09205347,2023-09-27T01:33:59+00:00,3277171.9375,727459840.0,242086976.0,710410.0
3762879713.297518,5425379723.401685,408151250.4120887,3277181.875,142119095.37815174,2023-09-27T02:33:56+00:00,3277181.875,727459840.0,242086528.0,710410.0
